n;id;mac;strength;ssid;zone;floor;datetime
2064;5573;3c:9d:56:fd:6e:0b;-89;hw_manage_6e00;10;3;Tue Apr 13 17:39:07 GMT+03:00 2021
2065;5574;9e:93:4e:45:6a:f0;-90;DIRECT-vnWorkCentre 3225;10;3;Tue Apr 13 17:39:07 GMT+03:00 2021
2066;5575;00:26:52:d8:7e:b0;-57;bmstu_lb;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2067;5576;00:26:52:d8:7e:b1;-57;bmstu_staff;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2068;5577;00:26:52:d8:7e:b9;-57;bmstu_guest;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2069;5578;e4:18:6b:01:93:62;-66;;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2070;5579;94:0c:6d:bd:6c:4c;-78;wlcmtnndprtmntwrlssntwrk;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2071;5580;38:6b:1c:05:be:68;-80;;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2072;5581;00:26:52:d8:7e:b6;-81;bmstu_guest;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2073;5582;48:5b:39:e8:78:93;-81;426_asp;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2074;5583;02:72:f7:65:9f:42;-83;MT_FREE;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2075;5584;c4:71:54:4c:07:46;-85;WP;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2076;5585;00:26:52:d8:7e:bf;-86;bmstu_lb;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2077;5586;00:26:52:d8:7e:be;-86;bmstu_staff;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2078;5587;80:e0:1d:d8:00:52;-87;bmstu_staff;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2079;5588;80:e0:1d:d8:00:50;-88;bmstu_student;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2080;5589;3c:9d:56:fd:6e:0b;-89;hw_manage_6e00;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2081;5590;b2:52:16:b5:6a:1b;-89;DIRECT-1b-HP M130 LaserJet;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2082;5591;2c:ab:25:fc:e0:c5;-91;myl;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2083;5592;1c:74:0d:8e:67:90;-91;bmstu-89a;10;3;Tue Apr 13 17:39:17 GMT+03:00 2021
2084;5593;e4:18:6b:01:93:62;-60;;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2085;5594;00:26:52:d8:7e:b0;-60;bmstu_lb;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2086;5595;00:26:52:d8:7e:b1;-60;bmstu_staff;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2087;5596;00:26:52:d8:7e:b9;-60;bmstu_guest;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2088;5597;38:6b:1c:05:be:68;-67;;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2089;5598;c0:25:5c:82:1d:b9;-78;bmstu_guest;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2090;5599;c0:25:5c:82:1d:b1;-80;bmstu_staff;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2091;5600;86:f3:eb:77:18:40;-81;RAD+10011241472;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2092;5601;c0:25:5c:82:1d:b0;-81;bmstu_lb;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2093;5602;50:ff:20:25:e2:ad;-85;Keenetic-0263;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2094;5603;d4:bf:7f:0f:ea:c1;-85;492_10;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2095;5604;00:26:52:d8:7e:be;-87;bmstu_staff;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2096;5605;c0:25:5c:82:1d:bf;-88;bmstu_lb;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2097;5606;c0:25:5c:82:1d:be;-88;bmstu_staff;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2098;5607;00:26:52:d8:7e:b6;-89;bmstu_guest;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2099;5608;c8:3a:35:58:bd:40;-90;Tenda_58BD40;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2100;5609;00:26:52:d8:7e:bf;-91;bmstu_lb;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2101;5610;4c:ed:fb:a6:ba:80;-93;IU3_511u_WiFi;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2102;5611;50:17:ff:de:08:20;-93;bmstu_lb;10;3;Tue Apr 13 17:39:30 GMT+03:00 2021
2103;5612;00:26:52:d8:7e:b9;-62;bmstu_guest;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2104;5613;00:26:52:d8:7e:b0;-63;bmstu_lb;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2105;5614;00:26:52:d8:7e:b1;-63;bmstu_staff;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2106;5615;38:6b:1c:05:be:68;-67;;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2107;5616;86:f3:eb:77:18:40;-74;RAD+10011241472;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2108;5617;38:6b:1c:05:be:6a;-76;;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2109;5618;c0:25:5c:82:1d:b9;-82;bmstu_guest;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2110;5619;e4:18:6b:01:93:62;-84;;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2111;5620;c0:25:5c:82:1d:b0;-86;bmstu_lb;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2112;5621;c0:25:5c:82:1d:b1;-86;bmstu_staff;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2113;5622;00:26:52:d8:80:89;-89;bmstu_guest;10;3;Tue Apr 13 17:39:36 GMT+03:00 2021
2114;5623;00:26:52:d8:7e:b9;-62;bmstu_guest;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2115;5624;00:26:52:d8:7e:b0;-63;bmstu_lb;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2116;5625;00:26:52:d8:7e:b1;-63;bmstu_staff;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2117;5626;38:6b:1c:05:be:68;-67;;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2118;5627;86:f3:eb:77:18:40;-74;RAD+10011241472;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2119;5628;38:6b:1c:05:be:6a;-76;;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2120;5629;c0:25:5c:82:1d:b9;-82;bmstu_guest;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2121;5630;e4:18:6b:01:93:62;-84;;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2122;5631;c0:25:5c:82:1d:b0;-86;bmstu_lb;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2123;5632;c0:25:5c:82:1d:b1;-86;bmstu_staff;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2124;5633;00:26:52:d8:80:89;-89;bmstu_guest;10;3;Tue Apr 13 17:39:45 GMT+03:00 2021
2125;5634;52:7d:de:a9:bb:9a;-53;Corgi;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2126;5635;50:17:ff:df:3f:49;-60;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2127;5636;50:17:ff:df:3f:41;-61;bmstu_staff;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2128;5637;50:17:ff:df:3f:40;-61;bmstu_lb;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2129;5638;5c:f4:ab:ce:c1:d8;-72;Keenetic-0409;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2130;5639;38:6b:1c:18:75:f5;-74;GUK-BIO;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2131;5640;50:17:ff:df:70:49;-75;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2132;5641;e4:18:6b:01:93:62;-76;;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2133;5642;50:17:ff:df:3f:4f;-77;bmstu_lb;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2134;5643;50:17:ff:df:3f:46;-77;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2135;5644;50:17:ff:df:70:40;-78;bmstu_lb;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2136;5645;70:4f:57:84:15:b2;-78;TP-Link_15B2;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2137;5646;50:17:ff:df:3f:4e;-78;bmstu_staff;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2138;5647;50:17:ff:df:70:41;-78;bmstu_staff;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2139;5648;50:17:ff:df:81:10;-79;bmstu_lb;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2140;5649;50:17:ff:df:81:19;-79;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2141;5650;00:26:52:d8:84:91;-80;bmstu_staff;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2142;5651;00:26:52:d8:84:99;-81;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2143;5652;00:26:52:d8:84:90;-81;bmstu_lb;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2144;5653;ea:6f:38:29:0d:05;-86;DIRECT-05-HP M203 LaserJet;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2145;5654;50:17:ff:df:81:1e;-86;bmstu_staff;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2146;5655;50:17:ff:df:81:16;-87;bmstu_guest;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2147;5656;38:6b:1c:18:75:f6;-88;GUK-BIO_5G;11;3;Tue Apr 13 17:40:06 GMT+03:00 2021
2148;5657;50:17:ff:df:3f:49;-65;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2149;5658;52:7d:de:a9:bb:9a;-67;Corgi;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2150;5659;50:17:ff:df:3f:41;-67;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2151;5660;50:17:ff:df:3f:40;-67;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2152;5661;e4:18:6b:01:93:62;-71;;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2153;5662;50:17:ff:df:81:10;-73;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2154;5663;38:6b:1c:18:75:f5;-73;GUK-BIO;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2155;5664;ea:6f:38:29:0d:05;-75;DIRECT-05-HP M203 LaserJet;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2156;5665;50:17:ff:df:70:49;-75;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2157;5666;50:17:ff:df:81:19;-75;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2158;5667;50:17:ff:df:81:1f;-76;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2159;5668;50:17:ff:df:81:16;-77;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2160;5669;70:4f:57:84:15:b2;-78;TP-Link_15B2;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2161;5670;50:17:ff:df:3f:4f;-79;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2162;5671;00:26:52:d8:84:99;-81;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2163;5672;50:17:ff:df:81:11;-81;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2164;5673;50:17:ff:df:70:40;-82;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2165;5674;00:26:52:d8:84:90;-82;bmstu_lb;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2166;5675;50:17:ff:df:3f:46;-83;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2167;5676;50:17:ff:df:70:41;-83;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2168;5677;50:17:ff:df:81:1e;-86;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2169;5678;38:6b:1c:18:75:f6;-87;GUK-BIO_5G;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2170;5679;50:17:ff:df:70:46;-87;bmstu_guest;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2171;5680;50:17:ff:df:3f:4e;-88;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2172;5681;50:17:ff:df:70:4e;-89;bmstu_staff;11;3;Tue Apr 13 17:40:13 GMT+03:00 2021
2173;5682;50:17:ff:df:70:40;-60;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2174;5683;50:17:ff:df:70:41;-60;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2175;5684;50:17:ff:df:81:11;-70;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2176;5685;50:17:ff:df:3f:41;-71;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2177;5686;50:17:ff:df:81:10;-71;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2178;5687;50:17:ff:df:70:49;-71;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2179;5688;50:17:ff:df:70:46;-71;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2180;5689;50:17:ff:df:70:4e;-72;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2181;5690;50:17:ff:df:70:4f;-72;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2182;5691;50:17:ff:df:3f:49;-74;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2183;5692;52:7d:de:a9:bb:9a;-75;Corgi;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2184;5693;50:17:ff:df:81:19;-75;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2185;5694;38:6b:1c:18:75:f5;-76;GUK-BIO;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2186;5695;50:17:ff:df:81:16;-77;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2187;5696;50:17:ff:df:81:1f;-77;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2188;5697;50:17:ff:df:81:1e;-78;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2189;5698;ea:6f:38:29:0d:05;-81;DIRECT-05-HP M203 LaserJet;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2190;5699;50:17:ff:df:3f:40;-82;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2191;5700;70:4f:57:84:15:b2;-82;TP-Link_15B2;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2192;5701;50:17:ff:df:55:59;-83;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2193;5702;4a:3e:f4:71:be:41;-83;iPhone;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2194;5703;00:26:52:d8:84:99;-85;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2195;5704;00:26:52:d8:84:90;-86;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2196;5705;00:19:cb:8d:08:4b;-86;FMS-LAB;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2197;5706;50:17:ff:df:3f:4f;-87;bmstu_lb;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2198;5707;38:6b:1c:18:75:f6;-87;GUK-BIO_5G;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2199;5708;50:17:ff:df:55:51;-87;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2200;5709;50:17:ff:df:3f:46;-88;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2201;5710;50:17:ff:df:55:56;-90;bmstu_guest;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2202;5711;50:17:ff:de:06:d1;-91;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2203;5712;50:17:ff:df:55:5e;-92;bmstu_staff;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2204;5713;28:d1:27:0e:1c:a1;-92;Studsovet;11;3;Tue Apr 13 17:40:20 GMT+03:00 2021
2205;5714;50:17:ff:df:70:40;-67;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2206;5715;50:17:ff:df:81:10;-69;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2207;5716;50:17:ff:df:70:49;-69;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2208;5717;50:17:ff:df:81:19;-71;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2209;5718;50:17:ff:df:55:50;-71;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2210;5719;50:17:ff:df:81:11;-72;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2211;5720;50:17:ff:df:55:51;-72;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2212;5721;50:17:ff:df:81:1e;-74;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2213;5722;50:17:ff:df:81:16;-75;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2214;5723;50:17:ff:df:81:1f;-75;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2215;5724;00:26:52:d8:82:29;-75;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2216;5725;c0:25:5c:82:67:f9;-77;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2217;5726;50:17:ff:df:70:4f;-78;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2218;5727;50:17:ff:df:70:46;-79;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2219;5728;50:17:ff:df:70:41;-80;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2220;5729;c0:25:5c:82:67:f1;-80;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2221;5730;50:17:ff:de:06:d0;-81;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2222;5731;50:17:ff:df:70:4e;-82;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2223;5732;50:17:ff:de:06:d9;-82;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2224;5733;50:17:ff:df:55:5f;-82;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2225;5734;38:6b:1c:18:75:f5;-83;GUK-BIO;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2226;5735;50:17:ff:df:55:5e;-83;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2227;5736;50:17:ff:df:55:59;-86;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2228;5737;00:19:cb:8d:08:4b;-86;FMS-LAB;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2229;5738;00:26:52:d8:82:21;-86;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2230;5739;00:26:52:d8:82:20;-86;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2231;5740;50:17:ff:de:06:d1;-87;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2232;5741;50:17:ff:df:55:56;-88;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2233;5742;00:3a:9a:a3:68:20;-88;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2234;5743;58:ac:78:77:8e:82;-88;bmstu_staff;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2235;5744;38:6b:1c:18:75:f6;-89;GUK-BIO_5G;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2236;5745;c0:25:5c:82:67:f0;-89;bmstu_lb;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2237;5746;58:ac:78:77:8e:81;-91;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2238;5747;c0:25:5c:82:2c:09;-91;bmstu_guest;11;3;Tue Apr 13 17:40:28 GMT+03:00 2021
2239;5748;b2:5c:da:bf:4a:46;-56;DIRECT-46-HP;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2240;5749;50:17:ff:df:81:16;-66;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2241;5750;50:17:ff:df:81:1f;-67;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2242;5751;c0:25:5c:82:67:f9;-67;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2243;5752;50:17:ff:df:81:1e;-68;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2244;5753;c0:25:5c:82:67:f0;-69;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2245;5754;c0:25:5c:82:67:f1;-70;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2246;5755;50:17:ff:df:81:10;-71;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2247;5756;50:17:ff:df:81:11;-72;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2248;5757;e4:8d:8c:52:83:15;-74;shtucer;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2249;5758;50:17:ff:df:55:51;-75;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2250;5759;50:17:ff:df:55:50;-75;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2251;5760;50:17:ff:de:06:d9;-75;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2252;5761;c0:25:5c:82:67:f6;-75;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2253;5762;50:17:ff:df:55:59;-77;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2254;5763;50:17:ff:de:06:d0;-77;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2255;5764;50:ff:20:43:d4:ae;-77;ProRector-5955;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2256;5765;c0:25:5c:82:67:fe;-77;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2257;5766;50:17:ff:de:06:d1;-78;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2258;5767;00:26:52:d8:82:29;-79;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2259;5768;52:ff:20:43:d4:ae;-79;;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2260;5769;50:17:ff:df:81:19;-81;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2261;5770;50:17:ff:df:55:56;-83;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2262;5771;2a:56:5a:49:09:25;-86;DIRECT-25-HP M130 LaserJet;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2263;5772;50:17:ff:df:55:5e;-87;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2264;5773;58:ac:78:77:8e:80;-87;bmstu_student;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2265;5774;52:7d:de:a9:bb:9a;-88;Corgi;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2266;5775;c0:25:5c:82:2c:01;-88;bmstu_staff;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2267;5776;50:17:ff:df:55:5f;-89;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2268;5777;00:26:52:d8:74:99;-90;bmstu_guest;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2269;5778;50:17:ff:df:70:40;-91;bmstu_lb;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2270;5779;50:ff:20:43:d4:b0;-91;ProRector-5955;11;3;Tue Apr 13 17:40:36 GMT+03:00 2021
2271;5780;50:17:ff:df:81:16;-60;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2272;5781;50:17:ff:df:81:10;-63;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2273;5782;50:17:ff:df:81:19;-63;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2274;5783;50:17:ff:df:81:1f;-63;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2275;5784;50:17:ff:df:81:1e;-64;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2276;5785;50:17:ff:df:81:11;-64;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2277;5786;52:ff:20:43:d4:ae;-69;;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2278;5787;4a:3e:f4:71:be:41;-69;iPhone;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2279;5788;52:ff:20:43:d4:b0;-71;;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2280;5789;50:ff:20:43:d4:ae;-72;ProRector-5955;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2281;5790;50:ff:20:43:d4:b0;-72;ProRector-5955;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2282;5791;00:26:52:d8:85:c9;-73;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2283;5792;c0:25:5c:82:2c:09;-73;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2284;5793;c0:25:5c:82:2c:00;-74;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2285;5794;00:26:52:d8:85:c0;-74;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2286;5795;84:80:2d:ec:31:e1;-74;BP-Sec;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2287;5796;c0:25:5c:82:2c:01;-75;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2288;5797;b8:a3:86:b9:3c:b4;-75;DIR-300NRU;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2289;5798;c0:25:5c:82:67:f0;-76;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2290;5799;00:26:52:d8:85:c1;-76;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2291;5800;84:80:2d:ec:31:e0;-77;BaumanPress;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
